Action Rotate,Action Translate,Action Scale,World Coordinates,Local Coordinates,Camera Projection Coordinates,Action Select,Lightning,Save Project,Open Project,Create Project,Reload Project,Undo Last Action,Redo Last Action,Open IDE,Reload Game,Build Project,Build N Run Project,Cancel Build,Create Package,Create Folder,Display Properties,Rename Package,Rename Folder,Delete Selected Item,Expand Asset Folders,Expand All,Collapse All,Show in Explorer
Girar,Transladar,Redimensionar,Coordenadas Mundo,Local Coordinate,Coordenadas Camara,Destacar,Iluminacion,Guardar,Iniciar,Create P,Reload Project,Undo Last Action,Redo,Abrir IDE,Game Reload,Contruir Proyecto,Construir y Correr,Build Cancelar,Package Create,Crear Folder,Propiedades Mostrar,Package Rename,Renombrar Folder,Item Borrar,Folder Expandir,Expandir Todos,Todos Collapsar,Explorador Mostrar
Rotar,Mover,Redimensionar,Coordenadas Mundo,Local,Camara,Destacar,Light,Guardar,Iniciar,Proyecto Crear,Reload Project,Deshacer accion,Rehacer,IDE,Game Reload,Proyecto Construir,Build and Run,Cancel Build,Crear Paquete,Folder Crear,Propiedades Mostrar,Renombrar Paquete,Package Folder,Item Borrar,Folder Expandir,Expand All,Collapsar Todos,Mostrar en Explorador
Girar,Mover,Escalar,World Coordinates,Local Coordinate,Camara Coordenadas,Destacar,Iluminacion,Guardar,Iniciar,Crear Proyecto,Proyecto Recargar,Undo,Redo,Abrir IDE,Reload Game,Contruir Proyecto,Contruir y Comenzar,Cancel Build,Crear Paquete,Folder Create,Propiedades Mostrar,Package Rename,Renombrar Folder,Borrar Item,Expandir Folder,All Expand,Todos Collapsar,Explorer Show
Rotate,Transladar,Redimensionar,Coordenadas Mundo,Locales,Camera Coordinates,Destacar,Luz,Guardar,Iniciar,Create Project,Recargar Proyecto,Undo,Redo,IDE,Game Reload,Build Project,Build and Start,Build Cancel,Paquete Crear,Folder Crear,Mostrar Propiedades,Renombrar Paquete,Rename Folder,Item Delete,Folder Expandir,Expandir Todos,Collapsar Todos,Mostrar en Explorador
Girar,Mover,Calibrar,Mundo,Local Coordinate,Coordenada Camara,Elegir,Alumbrado,Grabar,Empezar,Create P,Proyecto Recargar,Deshacer,Redo,Abrir IDE,Recargar Juego,Contruir Proyecto,Build and Run,Cancelar Build,Crear Paquete,Folder Crear,Propiedades Mostrar,Renombrar Paquete,Renombrar Folder,Borrar Item,Folder Expandir,Expand All,Collapsar Todos,Show in Explorer
Girar,Mover,Escalar,Mundo,Coordenadas Local,Camara,Destacar,Iluminacion,Save,Iniciar,Crear Proyecto,Reload P,Deshacer accion,Redo Last Action,IDE,Recargar Juego,Build,Construir y Correr,Build Cancel,Crear Paquete,Folder Crear,Display Property,Package Rename,Renombrar Folder,Borrar Item,Expandir Folder,Todos Expandir,Todos Collapsar,Mostrar en Explorador
Rotar,Translate,Calibrar,World View,Locales,Camara Coordenadas,Destacar,Alumbrado,Save,Iniciar,Create Project,Reload Project,Undo Last Action,Redo Last Action,Abrir IDE,Recargar Juego,Build,Construir y Correr,Build Cancelar,Paquete Crear,Crear Folder,Property Display,Package Rename,Folder Renombrar,Borrar Item,Folder Expandir,Expandir Todos,Collapsar Todos,Mostrar en Explorador
Rotate,Transladar,Scale,World Coordinate,Locales,Camara Coordenadas,Escoger,Light,Guardar,Iniciar,Create P,Reload P,Undo Last Action,Rehacer accion,Abrir IDE,Juego Recargar,Proyecto Construir,Contruir y Comenzar,Cancelar Build,Paquete Crear,Crear Folder,Display Property,Rename Package,Package Folder,Borrar Item,Expandir Folder,Expand All,All Collapse,Show in Explorer
Rotar,Transladar,Calibrar,Mundo,Local,Camara,Elegir,Alumbrado,Guardar,Open,Create P,Reload P,Undo,Redo Last Action,Open IDE,Juego Recargar,Build Project,Contruir y Comenzar,Cancelar Build,Package Create,Folder Crear,Propiedades Mostrar,Rename Package,Folder Renombrar,Item Borrar,Folder Expand,Expandir Todos,Collapsar Todos,Mostrar en Explorador
Rotate,Move,Redimensionar,Coordenadas Mundo,Locales,Camara Coordenadas,Destacar,Light,Save,Open,Proyecto Crear,Proyecto Recargar,Undo Last Action,Rehacer,Abrir IDE,Game Reload,Build Project,Construir y Correr,Build Cancelar,Package Create,Folder Create,Mostrar Propiedades,Renombrar Paquete,Renombrar Folder,Item Delete,Expandir Folder,All Expand,Todos Collapsar,Mostrar en Explorador
Voltear,Translate,Scale,Coordenadas Mundo,Coordenadas Local,Camara Coordenada,Destacar,Light,Grabar,Iniciar,Proyecto Crear,Recargar Proyecto,Undo Last Action,Rehacer accion,IDE,Recargar Juego,Build,Construir y Correr,Build Cancelar,Crear Paquete,Folder Create,Property Display,Paquete Renombrar,Folder Renombrar,Borrar Item,Expandir Folder,All Expand,Collapsar Todos,Explorer Show
Girar,Move,Escalar,World Coordinates,Locales,Camara Coordenadas,Escoger,Light,Save,Iniciar,Create Project,Proyecto Recargar,Deshacer accion,Redo Last Action,Open IDE,Recargar Juego,Proyecto Construir,Build and Run,Cancelar Build,Crear Paquete,Folder Crear,Mostrar Propiedades,Paquete Renombrar,Renombrar Folder,Borrar Item,Expandir Folder,Expandir Todos,Collapse All,Show in Explorer
Voltear,Move,Escalar,World Coordinate,Local Coordinate,Camara,Escoger,Light,Save,Iniciar,Create P,Reload Project,Undo,Rehacer,IDE,Juego Recargar,Proyecto Construir,Build and Start,Build Cancelar,Package Create,Folder Crear,Mostrar Propiedades,Paquete Renombrar,Rename Folder,Borrar Item,Expandir Folder,All Expand,Todos Collapsar,Explorer Show
Rotate,Mover,Calibrar,Coordenadas Mundo,Coordenadas Local,Coordenada Camara,Escoger,Luz,Grabar,Open,Crear Proyecto,Reload P,Deshacer,Redo Last Action,IDE,Recargar Juego,Build Project,Construir y Correr,Build Cancelar,Package Create,Create Folder,Mostrar Propiedades,Paquete Renombrar,Package Folder,Item Borrar,Folder Expandir,Todos Expandir,Todos Collapsar,Explorador Mostrar
Girar,Mover,Calibrar,Coordenadas Mundo,Local Coordinate,Camara Coordenadas,Destacar,Luz,Grabar,Iniciar,Create P,Recargar Proyecto,Deshacer,Redo Last Action,Open IDE,Juego Recargar,Build,Contruir y Comenzar,Cancelar Build,Paquete Crear,Folder Crear,Mostrar Propiedades,Paquete Renombrar,Renombrar Folder,Item Borrar,Folder Expand,Todos Expandir,All Collapse,Mostrar en Explorador
Girar,Mover,Redimensionar,Mundo,Locales,Camara Coordenadas,Seleccionar,Luz,Grabar,Open,Proyecto Crear,Reload Project,Deshacer,Rehacer accion,Abrir IDE,Recargar Juego,Build Project,Contruir y Comenzar,Cancelar Build,Package Create,Crear Folder,Property Display,Paquete Renombrar,Renombrar Folder,Item Borrar,Folder Expandir,Todos Expandir,Collapsar Todos,Explorador Mostrar
Rotate,Move,Escalar,World View,Coordenadas Local,Camera Coordinates,Seleccionar,Light,Save,Open,Create Project,Proyecto Recargar,Undo Last Action,Redo Last Action,IDE,Juego Recargar,Proyecto Construir,Contruir y Comenzar,Build Cancelar,Package Create,Folder Create,Propiedades Mostrar,Paquete Renombrar,Rename Folder,Item Borrar,Folder Expandir,Expandir Todos,Todos Collapsar,Explorer Show
Rotar,Translate,Redimensionar,Mundo,Local,Camara Coordenada,Destacar,Luz,Grabar,Open,Proyecto Crear,Reload Project,Undo,Redo,Abrir IDE,Game Reload,Proyecto Construir,Contruir y Comenzar,Cancelar Build,Create Package,Folder Crear,Mostrar Propiedades,Rename Package,Renombrar Folder,Item Delete,Expand Folder,Expandir Todos,All Collapse,Explorador Mostrar
Girar,Mover,Redimensionar,Coordenadas Mundo,Local Coordinates,Coordenadas Camara,Destacar,Light,Save,Open,Proyecto Crear,Recargar Proyecto,Deshacer,Redo Last Action,Open IDE,Game Reload,Build,Build and Start,Build Cancel,Package Create,Crear Folder,Propiedades Mostrar,Package Rename,Folder Renombrar,Delete Item,Expandir Folder,All Expand,Todos Collapsar,Explorador Mostrar
Voltear,Transladar,Redimensionar,Mundo,Coordenadas Local,Camara Coordenada,Seleccionar,Light,Grabar,Iniciar,Create P,Reload P,Undo Last Action,Redo Last Action,IDE,Reload Game,Contruir Proyecto,Contruir y Comenzar,Cancel Build,Paquete Crear,Crear Folder,Display Property,Renombrar Paquete,Renombrar Folder,Item Borrar,Expandir Folder,Expandir Todos,All Collapse,Show in Explorer
Rotate,Mover,Calibrar,World Coordinates,Local Coordinate,Camara,Seleccionar,Alumbrado,Save,Open,Create P,Recargar Proyecto,Undo Last Action,Rehacer,Open IDE,Recargar Juego,Build,Construir y Correr,Cancelar Build,Paquete Crear,Folder Create,Propiedades Mostrar,Rename Package,Renombrar Folder,Borrar Item,Expandir Folder,Expandir Todos,Collapsar Todos,Mostrar en Explorador
Rotate,Translate,Redimensionar,Mundo,Locales,Camara Coordenadas,Destacar,Luz,Grabar,Empezar,Proyecto Crear,Reload P,Undo,Rehacer accion,Open IDE,Juego Recargar,Proyecto Construir,Construir y Correr,Cancelar Build,Package Create,Folder Create,Mostrar Propiedades,Paquete Renombrar,Package Folder,Item Borrar,Expandir Folder,Expandir Todos,Collapse All,Mostrar en Explorador
Girar,Translate,Redimensionar,Mundo,Locales,Coordenadas Camara,Elegir,Luz,Guardar,Abrir,Proyecto Crear,Reload P,Undo,Redo,Open IDE,Reload Game,Proyecto Construir,Contruir y Comenzar,Cancelar Build,Paquete Crear,Folder Create,Propiedades Mostrar,Rename Package,Renombrar Folder,Item Delete,Expandir Folder,Expandir Todos,Todos Collapsar,Explorador Mostrar
Rotate,Move,Calibrar,Coordenadas Mundo,Locales,Camara Coordenada,Elegir,Iluminacion,Save,Open,Create Project,Reload Project,Undo Last Action,Redo Last Action,Open IDE,Juego Recargar,Build Project,Construir y Correr,Cancelar Build,Package Create,Folder Create,Propiedades Mostrar,Package Rename,Renombrar Folder,Delete Item,Folder Expandir,Expandir Todos,All Collapse,Show in Explorer
Rotar,Transladar,Scale,World Coordinates,Coordenadas Local,Coordenadas Camara,Elegir,Alumbrado,Guardar,Iniciar,Crear Proyecto,Reload Project,Undo,Rehacer,Abrir IDE,Game Reload,Contruir Proyecto,Build and Start,Cancelar Build,Package Create,Folder Crear,Mostrar Propiedades,Rename Package,Package Folder,Borrar Item,Folder Expandir,Expandir Todos,Collapse All,Show in Explorer
Voltear,Move,Redimensionar,World Coordinates,Locales,Camara Coordenadas,Seleccionar,Alumbrado,Registrar,Empezar,Create P,Recargar Proyecto,Undo Last Action,Rehacer accion,Abrir IDE,Recargar Juego,Build Project,Contruir y Comenzar,Cancelar Build,Create Package,Crear Folder,Display Property,Rename Package,Renombrar Folder,Borrar Item,Folder Expandir,Todos Expandir,Todos Collapsar,Show in Explorer
Voltear,Move,Redimensionar,World Coordinates,Coordenadas Local,Camara Coordenadas,Elegir,Luz,Grabar,Iniciar,Proyecto Crear,Proyecto Recargar,Undo Last Action,Redo Last Action,Abrir IDE,Game Reload,Proyecto Construir,Construir y Correr,Build Cancel,Paquete Crear,Folder Create,Propiedades Mostrar,Rename Package,Package Folder,Borrar Item,Expandir Folder,Todos Expandir,Collapse All,Explorador Mostrar
Girar,Translate,Escalar,Mundo,Locales,Coordenada Camara,Escoger,Luz,Registrar,Abrir,Create P,Reload P,Undo Last Action,Redo,Abrir IDE,Game Reload,Build,Build and Run,Cancelar Build,Create Package,Folder Create,Display Property,Renombrar Paquete,Folder Renombrar,Delete Item,Expand Folder,Expandir Todos,Todos Collapsar,Mostrar en Explorador
Girar,Translate,Calibrar,World Coordinate,Locales,Camara Coordenada,Seleccionar,Iluminacion,Grabar,Empezar,Create Project,Proyecto Recargar,Undo,Redo,Abrir IDE,Reload Game,Build Project,Build and Run,Build Cancel,Create Package,Create Folder,Propiedades Mostrar,Renombrar Paquete,Renombrar Folder,Item Delete,Folder Expandir,Expand All,All Collapse,Mostrar en Explorador
Rotar,Mover,Scale,Mundo,Locales,Coordenada Camara,Escoger,Luz,Guardar,Iniciar,Create P,Proyecto Recargar,Undo Last Action,Redo,Open IDE,Juego Recargar,Contruir Proyecto,Contruir y Comenzar,Build Cancel,Paquete Crear,Crear Folder,Propiedades Mostrar,Paquete Renombrar,Rename Folder,Borrar Item,Folder Expandir,Expandir Todos,All Collapse,Explorador Mostrar
Voltear,Mover,Redimensionar,Mundo,Coordenada Local,Coordenada Camara,Destacar,Luz,Guardar,Iniciar,Create Project,Recargar Proyecto,Deshacer accion,Redo,Abrir IDE,Recargar Juego,Build Project,Construir y Correr,Build Cancelar,Crear Paquete,Folder Crear,Propiedades Mostrar,Paquete Renombrar,Package Folder,Borrar Item,Folder Expandir,Expandir Todos,Collapsar Todos,Show in Explorer
Rotate,Translate,Redimensionar,Mundo,Coordenada Local,Camara Coordenadas,Escoger,Luz,Registrar,Open,Create P,Reload P,Deshacer accion,Redo Last Action,Open IDE,Juego Recargar,Proyecto Construir,Build and Start,Build Cancel,Package Create,Crear Folder,Propiedades Mostrar,Package Rename,Folder Renombrar,Item Borrar,Expandir Folder,Todos Expandir,Collapse All,Explorer Show
Voltear,Mover,Calibrar,Mundo,Local,Camara,Elegir,Iluminacion,Grabar,Abrir,Create Project,Recargar Proyecto,Deshacer accion,Redo Last Action,Open IDE,Juego Recargar,Build Project,Construir y Correr,Cancel Build,Create Package,Folder Crear,Mostrar Propiedades,Paquete Renombrar,Folder Renombrar,Borrar Item,Folder Expandir,Expandir Todos,Collapse All,Mostrar en Explorador
Rotate,Move,Redimensionar,Mundo,Local,Coordenadas Camara,Seleccionar,Iluminacion,Guardar,Iniciar,Create P,Reload Project,Undo Last Action,Redo,IDE,Recargar Juego,Build,Contruir y Comenzar,Build Cancel,Create Package,Folder Create,Mostrar Propiedades,Rename Package,Rename Folder,Item Borrar,Expand Folder,Todos Expandir,Todos Collapsar,Show in Explorer
Rotate,Translate,Redimensionar,World Coordinates,Locales,Camara Coordenadas,Seleccionar,Luz,Grabar,Open,Create Project,Reload Project,Deshacer,Redo Last Action,IDE,Game Reload,Contruir Proyecto,Build and Run,Cancelar Build,Crear Paquete,Folder Create,Mostrar Propiedades,Rename Package,Package Folder,Item Borrar,Folder Expand,Todos Expandir,All Collapse,Explorer Show
Rotate,Mover,Calibrar,World Coordinates,Local Coordinates,Coordenadas Camara,Elegir,Luz,Grabar,Empezar,Create Project,Proyecto Recargar,Deshacer accion,Rehacer,Abrir IDE,Game Reload,Proyecto Construir,Contruir y Comenzar,Cancelar Build,Create Package,Folder Crear,Propiedades Mostrar,Renombrar Paquete,Package Folder,Item Borrar,Expand Folder,Expand All,Collapse All,Mostrar en Explorador
Rotate,Transladar,Calibrar,World View,Locales,Coordenadas Camara,Destacar,Luz,Save,Iniciar,Crear Proyecto,Reload P,Undo Last Action,Redo Last Action,Open IDE,Game Reload,Proyecto Construir,Construir y Correr,Build Cancelar,Crear Paquete,Create Folder,Property Display,Renombrar Paquete,Renombrar Folder,Item Borrar,Expandir Folder,Todos Expandir,Todos Collapsar,Mostrar en Explorador
Voltear,Move,Escalar,Coordenadas Mundo,Coordenadas Local,Camara Coordenada,Escoger,Light,Registrar,Open,Create P,Reload Project,Undo,Redo,IDE,Recargar Juego,Build Project,Contruir y Comenzar,Build Cancelar,Crear Paquete,Crear Folder,Propiedades Mostrar,Package Rename,Folder Renombrar,Item Borrar,Folder Expand,Expand All,Collapsar Todos,Mostrar en Explorador
Rotar,Move,Redimensionar,Coordenadas Mundo,Locales,Coordenadas Camara,Destacar,Alumbrado,Guardar,Abrir,Create Project,Reload Project,Undo Last Action,Rehacer accion,Abrir IDE,Recargar Juego,Proyecto Construir,Contruir y Comenzar,Build Cancelar,Paquete Crear,Folder Create,Property Display,Paquete Renombrar,Folder Renombrar,Delete Item,Expand Folder,Todos Expandir,Todos Collapsar,Mostrar en Explorador
Voltear,Translate,Escalar,Coordenada Mundo,Locales,Camara Coordenadas,Seleccionar,Iluminacion,Registrar,Empezar,Create P,Reload P,Undo Last Action,Rehacer,Open IDE,Game Reload,Proyecto Construir,Build and Run,Cancel Build,Package Create,Folder Crear,Mostrar Propiedades,Paquete Renombrar,Package Folder,Delete Item,Folder Expandir,Expandir Todos,All Collapse,Mostrar en Explorador
Voltear,Move,Scale,World View,Local Coordinate,Coordenadas Camara,Escoger,Light,Save,Open,Create P,Reload Project,Undo Last Action,Redo Last Action,IDE,Juego Recargar,Build,Build and Run,Build Cancelar,Crear Paquete,Crear Folder,Property Display,Renombrar Paquete,Renombrar Folder,Item Borrar,Expandir Folder,Expandir Todos,Collapse All,Show in Explorer
Rotate,Translate,Scale,World Coordinate,Coordenadas Local,Camara Coordenada,Escoger,Light,Grabar,Open,Create P,Proyecto Recargar,Deshacer accion,Rehacer,Open IDE,Recargar Juego,Proyecto Construir,Build and Run,Build Cancelar,Paquete Crear,Folder Crear,Mostrar Propiedades,Package Rename,Renombrar Folder,Delete Item,Folder Expandir,Expandir Todos,All Collapse,Mostrar en Explorador
Voltear,Transladar,Scale,World Coordinate,Coordenadas Local,Camara Coordenadas,Elegir,Iluminacion,Save,Iniciar,Crear Proyecto,Reload P,Deshacer accion,Rehacer accion,Abrir IDE,Recargar Juego,Proyecto Construir,Contruir y Comenzar,Cancelar Build,Paquete Crear,Folder Create,Property Display,Renombrar Paquete,Folder Renombrar,Item Delete,Expandir Folder,Todos Expandir,Todos Collapsar,Show in Explorer
Rotar,Transladar,Calibrar,World View,Locales,Camara Coordenadas,Seleccionar,Light,Registrar,Iniciar,Crear Proyecto,Recargar Proyecto,Deshacer accion,Redo,IDE,Reload Game,Proyecto Construir,Build and Start,Build Cancel,Crear Paquete,Folder Create,Display Property,Rename Package,Package Folder,Item Borrar,Folder Expandir,Todos Expandir,Collapsar Todos,Mostrar en Explorador
Rotate,Move,Scale,World Coordinate,Coordenadas Local,Camera Coordinates,Elegir,Luz,Save,Empezar,Create Project,Proyecto Recargar,Deshacer,Redo Last Action,IDE,Juego Recargar,Build,Contruir y Comenzar,Cancelar Build,Paquete Crear,Folder Create,Property Display,Package Rename,Package Folder,Item Borrar,Expandir Folder,Todos Expandir,Collapsar Todos,Mostrar en Explorador
Girar,Translate,Redimensionar,Mundo,Local Coordinates,Camara Coordenada,Seleccionar,Luz,Grabar,Open,Create P,Reload P,Deshacer accion,Redo,Open IDE,Game Reload,Proyecto Construir,Construir y Correr,Cancel Build,Create Package,Folder Create,Display Property,Renombrar Paquete,Package Folder,Delete Item,Folder Expandir,Todos Expandir,Collapsar Todos,Explorador Mostrar
Rotate,Mover,Redimensionar,Coordenadas Mundo,Locales,Coordenadas Camara,Seleccionar,Luz,Guardar,Abrir,Create P,Reload P,Undo Last Action,Redo Last Action,IDE,Juego Recargar,Build Project,Build and Run,Cancelar Build,Paquete Crear,Create Folder,Mostrar Propiedades,Renombrar Paquete,Rename Folder,Item Delete,Folder Expandir,Todos Expandir,All Collapse,Explorador Mostrar
Girar,Mover,Escalar,World View,Coordenadas Local,Coordenadas Camara,Destacar,Alumbrado,Save,Iniciar,Create Project,Reload P,Deshacer accion,Redo Last Action,Open IDE,Recargar Juego,Contruir Proyecto,Build and Run,Cancelar Build,Paquete Crear,Folder Crear,Display Property,Paquete Renombrar,Package Folder,Item Borrar,Expandir Folder,Expandir Todos,All Collapse,Show in Explorer
Rotate,Mover,Redimensionar,Coordenadas Mundo,Locales,Camara Coordenada,Escoger,Luz,Grabar,Abrir,Crear Proyecto,Recargar Proyecto,Deshacer accion,Redo,Open IDE,Juego Recargar,Build Project,Contruir y Comenzar,Cancelar Build,Crear Paquete,Folder Create,Mostrar Propiedades,Paquete Renombrar,Renombrar Folder,Borrar Item,Expand Folder,All Expand,Todos Collapsar,Show in Explorer
Girar,Move,Scale,Mundo,Coordenadas Local,Camara Coordenadas,Elegir,Luz,Registrar,Abrir,Create P,Reload Project,Undo,Rehacer,Open IDE,Reload Game,Contruir Proyecto,Contruir y Comenzar,Build Cancelar,Paquete Crear,Folder Crear,Property Display,Renombrar Paquete,Package Folder,Borrar Item,Expand Folder,Expandir Todos,Todos Collapsar,Explorador Mostrar
Rotate,Transladar,Redimensionar,World View,Local,Coordenadas Camara,Seleccionar,Luz,Registrar,Open,Crear Proyecto,Reload Project,Deshacer accion,Redo,Open IDE,Game Reload,Contruir Proyecto,Contruir y Comenzar,Cancelar Build,Paquete Crear,Folder Crear,Propiedades Mostrar,Package Rename,Package Folder,Borrar Item,Folder Expandir,Todos Expandir,Todos Collapsar,Show in Explorer
